Number of Breast Cancer Patients with HCPCS in NCH and Outpatient by claim year																							
In order to ensure confidentiality cell sizes less than 11 are masked (#).																							
HCPCS	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018			
21142	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21145	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21146	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21172	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21179	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21180	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21181	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21182	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21183	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21188	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21193	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21194	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21195	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21196	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21198	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21199	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21206	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21208	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	11	27	30	46			
21209	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21210	#	18	14	#	22	18	14	15	13	15	14	16	11	15	32	30	40	56	77	97			
21215	#	#	#	#	13	14	#	#	#	12	21	18	#	12	22	31	30	53	70	83			
21230	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21235	15	#	11	23	26	23	32	42	31	36	44	54	53	53	52	74	82	62	75	65			
21240	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21242	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21243	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21244	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	14	#	#	11			
21245	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21246	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21247	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21248	#	#	#	#	#	#	#	#	#	#	#	#	#	#	12	12	#	15	15	18			
21249	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21255	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21256	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21267	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21270	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21275	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21280	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21282	#	#	13	14	23	20	19	20	12	#	12	13	13	23	11	17	11	15	18	21			
21295	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21299	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21300	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21310	20	18	27	17	34	28	37	58	84	80	85	99	132	158	151	179	156	147	160	167			
21315	#	#	#	#	#	#	#	#	11	14	17	13	13	11	#	11	13	#	12	12			
21320	14	14	12	20	23	14	21	21	31	31	32	26	28	34	44	30	28	34	45	36			
21325	#	#	#	22	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21330	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21335	#	#	#	#	#	#	#	#	#	#	#	#	#	11	#	#	#	#	#	#			
21336	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21337	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	13	#			
21338	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21339	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21340	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21343	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21344	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21345	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21346	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21347	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21355	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21356	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21360	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21365	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	11	#	#	#			
21366	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21385	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21386	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21387	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21390	#	#	#	#	#	#	#	#	#	#	#	14	13	12	13	16	17	18	19	16			
21395	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21400	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21401	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21406	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21407	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21408	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21421	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21422	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21423	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21432	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21433	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21435	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21440	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21445	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21450	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21451	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21452	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21453	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21454	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21461	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21462	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21465	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21470	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21480	#	#	#	12	14	14	#	#	#	#	#	14	16	20	16	13	12	18	13	#			
21485	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21490	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21497	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21499	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21501	22	40	35	58	62	57	72	77	82	65	93	88	84	83	90	96	111	136	154	105			
21502	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21510	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21550	29	48	40	87	100	98	98	114	127	95	102	119	120	85	112	107	115	111	105	94			
21552	#	#	#	#	#	#	#	#	#	#	#	115	136	102	120	140	140	136	122	105			
21554	#	#	#	#	#	#	#	#	#	#	#	58	64	55	71	68	63	71	66	57			
21555	46	94	130	138	188	177	228	257	227	242	265	185	198	153	207	187	162	146	150	163			
21556	36	71	100	138	156	175	172	185	160	165	178	100	106	90	108	84	97	92	97	68			
21557	#	14	26	36	31	43	57	62	59	71	69	47	36	38	45	46	44	30	33	29			
21558	#	#	#	#	#	#	#	#	#	#	#	37	48	32	38	38	39	44	37	27			
21580	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21591	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21600	#	#	#	#	#	#	22	21	30	35	35	35	30	49	31	46	28	42	25	22			
21610	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21615	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21616	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21620	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21627	#	#	#	#	13	17	11	17	11	14	13	19	12	11	18	#	#	#	#	#			
21630	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21632	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21685	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21700	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21705	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21720	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21725	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21740	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21750	#	#	#	#	#	#	#	#	#	11	#	#	11	#	#	#	#	#	#	11			
21800	40	47	55	62	93	102	128	173	178	217	226	244	301	307	358	366	#	#	#	#			
21805	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21810	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21811	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21812	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21813	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21820	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21825	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21899	#	#	#	#	#	#	#	12	#	#	#	13	#	12	11	12	#	#	#	#			
21905	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21920	#	13	18	24	28	27	30	24	20	23	21	28	28	23	19	18	20	23	11	13			
21923	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
21925	#	#	#	#	#	16	13	15	19	16	15	17	14	11	12	#	#	#	#	#			
21930	46	57	97	91	122	119	142	148	140	148	166	92	100	84	82	85	71	70	57	75			
21931	#	#	#	#	#	#	#	#	#	#	#	67	83	82	97	106	93	96	86	103			
21932	#	#	#	#	#	#	#	#	#	#	#	#	#	18	15	15	15	22	15	20			
21933	#	#	#	#	#	#	#	#	#	#	#	27	35	41	39	35	34	39	24	29			
21935	#	#	#	#	#	#	11	17	14	15	20	#	#	#	#	#	#	11	#	#			
21936	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	11	#	#	#	#			
22002	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
22010	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
22015	#	#	#	#	#	#	#	#	13	#	#	22	27	22	21	25	22	26	29	32			
22100	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
22101	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
22102	#	#	#	#	#	#	#	34	27	11	#	#	#	#	#	#	#	#	#	#			
22103	#	#	#	#	#	#	#	18	18	#	#	#	#	#	#	#	#	#	#	#			
22110	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
22112	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
22114	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
22116	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
22202	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
22206	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
22207	#	#	#	#	#	#	#	#	#	#	#	#	#	15	#	#	#	#	#	#			
22208	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
22210	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
22212	#	#	#	#	#	#	#	#	#	#	12	#	11	12	15	12	14	19	18	29			
22214	#	#	#	#	11	#	20	14	20	34	37	39	33	43	56	57	58	66	79	72			
22216	#	#	#	#	#	#	16	#	14	27	27	30	32	36	47	52	49	59	64	64			
22220	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
22222	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
22224	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	13	#	#	#			
22226	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
22305	21	15	25	15	27	26	34	31	33	27	31	35	41	46	37	43	36	44	#	#			
22310	25	52	44	48	45	70	73	113	99	101	122	113	153	143	119	183	159	160	164	147			
22315	#	#	#	#	#	#	#	#	#	#	#	13	#	11	12	14	17	13	11	#			
22318	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
22319	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
22325	#	#	#	19	24	19	33	14	21	31	37	29	31	25	23	33	25	36	17	18			
22326	#	#	#	#	#	#	#	#	#	11	#	12	12	#	20	20	11	16	20	19			
22327	#	#	#	12	18	24	15	#	#	#	#	#	13	#	#	23	13	18	30	19			
22328	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	11	#	#			
22410	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
22500	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
22505	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
22510	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	74	71	52	59			
22511	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	76	76	65	77			
22512	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	37	34	24	44			
22513	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	376	348	343	395			
22514	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	369	368	364	379			
22515	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	170	175	193	201			
22520	#	#	36	55	83	111	114	143	147	131	154	111	105	78	88	90	#	#	#	#			
22521	#	#	37	61	83	97	125	155	132	149	162	130	122	83	88	68	#	#	#	#			
22522	#	#	12	26	30	33	48	56	62	62	63	46	30	33	37	31	#	#	#	#			
22523	#	#	#	#	#	#	#	217	273	275	275	268	261	296	314	316	#	#	#	#			
22524	#	#	#	#	#	#	#	206	258	299	308	285	315	292	368	361	#	#	#	#			
22525	#	#	#	#	#	#	#	97	117	134	130	124	125	132	135	155	#	#	#	#			
22526	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
22527	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
22532	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	11	#	#			
22533	#	#	#	#	#	#	#	11	13	15	12	21	13	12	13	15	13	#	12	14			
22534	#	#	#	#	#	#	#	#	#	#	#	12	12	#	#	#	#	#	13	12			
22548	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
22550	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
22551	#	#	#	#	#	#	#	#	#	#	#	#	192	239	268	293	276	291	274	292			
22552	#	#	#	#	#	#	#	#	#	#	#	#	112	148	163	173	159	173	165	203			
22554	94	108	121	137	145	183	221	219	234	200	252	269	80	60	64	60	52	45	52	46			
22556	#	#	#	#	11	#	12	#	#	#	#	12	#	12	#	#	#	11	#	#			
22558	21	25	22	36	51	38	49	42	67	73	107	125	121	160	143	165	187	177	190	179			
22585	52	72	72	94	108	135	162	148	195	153	223	234	127	117	112	141	138	124	141	134			
22586	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
22590	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	12	14	#	#	#			
22595	#	#	#	#	#	#	11	12	11	16	17	14	15	16	17	16	16	17	24	17			
22600	20	#	13	30	26	45	49	34	57	73	71	87	85	79	108	117	114	108	124	132			
22610	#	#	#	12	17	34	29	33	45	38	51	49	63	79	69	104	89	104	105	131			
22612	173	206	243	327	404	423	540	520	556	610	671	711	749	543	472	480	502	481	496	526			
22614	112	132	154	221	232	270	341	362	396	429	474	497	520	459	467	520	526	513	547	585			
22630	38	40	54	91	123	133	195	204	205	266	282	311	324	79	64	55	56	70	58	58			
22632	17	16	19	37	30	35	50	76	67	88	94	93	109	16	17	13	14	21	11	17			
22633	#	#	#	#	#	#	#	#	#	#	#	#	#	241	321	355	318	335	341	332			
22634	#	#	#	#	#	#	#	#	#	#	#	#	#	76	86	116	100	110	107	100			
22635	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
22650	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
22800	#	#	#	#	#	#	#	#	#	#	#	#	#	#	13	#	#	#	#	#			
22802	#	#	#	#	#	#	#	#	11	11	15	16	17	14	11	#	#	16	11	11			
22804	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
22808	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
22810	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
22812	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
22818	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
22819	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
22830	23	22	20	30	37	46	72	59	68	74	83	78	77	80	101	94	82	82	80	87			
22840	26	49	55	106	141	157	198	195	210	263	294	329	326	346	398	373	387	395	411	412			
22841	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
22842	134	138	153	212	247	274	344	339	341	374	417	430	454	443	465	525	519	530	537	551			
22843	#	#	19	16	19	27	31	26	41	46	52	52	61	62	77	89	79	89	89	113			
22844	#	#	#	#	#	#	#	#	#	#	#	#	12	#	12	17	12	13	11	12			
22845	72	90	103	114	123	159	183	204	203	193	235	258	262	302	277	326	292	317	273	266			
22846	#	#	11	23	22	34	48	39	38	46	56	62	59	60	73	98	73	80	68	83			
22847	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
22848	#	#	#	#	#	#	#	13	17	14	29	29	46	42	50	51	61	56	65	60			
22849	#	#	#	#	#	#	15	16	23	25	39	32	48	42	46	29	38	44	39	39			
22850	#	#	#	#	16	19	16	21	30	31	36	34	38	31	29	21	25	21	23	25			
22851	56	73	83	148	207	239	332	371	388	470	541	601	600	654	709	772	758	807	#	#			
22852	23	26	24	32	43	51	58	61	58	71	68	84	71	52	63	72	58	64	37	60			
22853	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	696	739			
22854	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	77	63			
22855	#	#	#	#	16	#	20	14	21	17	19	22	17	24	18	18	11	13	#	12			
22856	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
22857	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
22858	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
22859	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	29	29			
22867	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	28	21			
22868	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
22869	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	12	50			
22870	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	16			
22899	#	20	22	73	129	199	285	48	39	25	21	16	14	#	18	18	14	15	14	17			
22900	25	31	41	46	49	61	62	52	48	63	62	30	36	25	17	17	21	16	11	21			
22901	#	#	#	#	#	#	#	#	#	#	#	14	14	19	14	19	22	11	15	#			
22902	#	#	#	#	#	#	#	#	#	#	#	25	17	23	31	37	27	26	30	23			
22903	#	#	#	#	#	#	#	#	#	#	#	34	31	46	40	34	43	52	48	35			
22904	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
22905	#	#	#	#	#	#	#	#	#	#	#	#	#	13	#	#	#	13	#	#			
22932	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
22999	#	#	#	#	12	#	14	14	#	13	14	18	21	21	15	#	17	13	20	11			
23000	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
23020	#	#	#	#	#	#	11	#	#	11	#	#	#	12	13	17	22	28	17	17			
23030	#	#	#	#	#	#	#	#	11	12	#	#	12	12	13	12	#	#	15	11			
23031	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
23035	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
23040	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
23044	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
23065	#	#	#	#	11	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
23066	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
23071	#	#	#	#	#	#	#	#	#	#	#	22	38	30	38	36	39	38	38	36			
23073	#	#	#	#	#	#	#	#	#	#	#	#	18	13	11	17	15	19	13	15			
23075	20	13	36	35	37	46	44	48	44	50	46	18	21	26	33	19	23	18	16	24			
23076	23	28	33	28	26	31	52	38	49	39	27	18	22	13	18	11	15	#	14	11			
23077	#	#	#	#	#	#	#	11	#	#	#	#	#	#	#	#	#	#	#	#			
23078	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
23100	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
23101	#	#	#	#	#	#	#	#	11	#	#	#	#	#	#	#	#	#	#	#			
23105	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
23106	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
23107	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
23120	175	195	218	189	191	180	183	165	142	134	125	129	96	83	97	83	76	74	72	69			
23125	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
23130	84	62	60	60	88	98	119	101	74	92	80	69	67	58	60	31	45	41	34	30			
23140	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
23145	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
23146	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
23150	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
23155	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
23156	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
23170	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
23172	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
23174	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
23180	#	#	#	#	#	#	11	#	#	#	#	#	#	#	#	#	#	#	#	#			
23182	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
23184	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
23190	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
23195	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
23200	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
23210	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
23220	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
23221	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
23222	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
23234	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
23330	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
23331	#	#	#	#	#	#	14	#	#	#	#	17	#	18	#	#	#	#	#	#			
23332	#	#	#	#	#	#	#	11	#	11	#	#	18	12	#	#	#	#	#	#			
23333	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
23334	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
23335	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
23350	215	210	226	249	249	270	290	318	315	324	320	323	313	330	335	301	348	357	333	328			
23395	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	11	14	19	18			
23397	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
23400	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
23405	#	#	#	#	#	17	12	29	18	28	37	38	55	55	45	47	41	32	33	29			
23406	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#			
23410	56	63	85	111	115	102	119	89	99	95	103	94	89	79	74	72	58	62	46	48			
23412	143	166	182	281	287	304	320	320	261	282	268	263	219	215	190	199	165	138	128	125			
23415	47	43	41	44	43	35	34	32	29	33	22	18	21	22	12	#	#	15	#	#			
23420	304	310	304	315	299	268	230	191	163	155	152	124	90	105	84	62	53	41	31	35			
